chem_formula,category,crystal_system,bravais_lattice,precision_level,rgkmax,k_point_density,functional,total_energy,E_cut,precision_element1,precision_element2,precision_element3,min_atom_num,max_atom_num,numbers,json_id_num,name,num_atoms,A_atom_num,B_atom_num,A_EA_half,B_EA_half,A_rs,A_s_index,A_rp,A_p_index,A_rd,A_d_index,A_rf,A_f_index,B_rs,B_s_index,B_rp,B_p_index,B_rd,B_d_index,B_rf,B_f_index,A_HOMO,A_LUMO,B_HOMO,B_LUMO,A_EA_delta,A_IP_half,A_IP_delta,B_EA_delta,B_IP_half,B_IP_delta,A_energy,A_bravais_lattice,A_num_atoms,B_energy,B_bravais_lattice,B_num_atoms,A_energy_error,B_energy_error,A_fraction,B_fraction,stoich_pred,A_stoich,B_stoich,stoich_error_pred,A_stoich_error,B_stoich_error,binary_energy_of_formation,binary_energy_error,binary_eof_error
Te4Zn4,binaries,cubic,cF,50.0,6.85530659,8.0,pbe,-116912.78197539004,159.85065049,51.695,53.767,,30,52,"[52, 52, 52, 52, 30, 30, 30, 30]",178,52_Te,8,52,30,-2.04580993,1.00596785,0.9509,24.0,1.1493,25.0,0.4294,19.0,0.0,0.0,1.1054,15.0,1.6393,16.0,0.2997,10.0,0.0,0.0,-5.22038962,-5.22038962,-5.99854228,-1.067667,-2.094118341,8.6303583,8.658444017,0.940787159,9.85634643,9.902511277,-184951.03126378957,hP,3,-48873.99254577553,hP,2,-0.49135435721836984,-0.8387289569873246,0.5,0.5,-116912.51190478256,-92475.51563189478,-24436.996272887765,-0.6650416571028472,-0.24567717860918492,-0.4193644784936623,-0.2700706074901973,-0.8542881609173492,-0.18924650381450192
I4Li4,binaries,cubic,cF,50.0,7.4024299,8.0,pbe,-96961.97907829045,217.83405853,87.592,55.107,,3,53,"[3, 3, 3, 3, 53, 53, 53, 53]",179,53_I,8,53,3,-3.23278483,-0.43620871,0.9027,24.0,1.0745,25.0,0.412,19.0,0.0,0.0,1.6348,2.0,1.9618,3.0,6.7209,14.0,9.9999,7.0,-6.76780204,0.30907196,-3.14714133,-1.23869654,-3.287191025,10.55333871,10.585004435,-0.443360974,5.57877819,5.47070464,-193717.11922892364,oS,8,-204.613079429976,hR,3,-0.4790072998730466,-0.06578597625374982,0.5,0.5,-96960.86615417681,-96858.55961446182,-102.306539714988,-0.2723966380633982,-0.2395036499365233,-0.03289298812687491,-1.1129241136400623,-0.3688065897586057,-0.0964099516952075
ClCs,binaries,cubic,cP,50.0,7.33581594,8.0,pbe,-112271.42372745728,219.83242311,71.791,54.978,,17,55,"[17, 55]",180,55_Cs,2,17,55,-3.61204219,-0.40528255,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,2.5139,28.0,0.9434,25.0,2.1314,32.0,0.0,0.0,-8.09428669,0.07351292,-2.28863672,-1.56913493,-3.692423862,12.97184405,13.023881781,-0.407108631,3.92038676,3.932168287,-12557.397580482544,oS,8,-211981.17338611765,cI,2,-0.6473023668841051,-0.44035385246388614,0.5,0.5,-112269.28548330009,-6278.698790241272,-105990.58669305882,-0.5438281096739956,-0.32365118344205257,-0.22017692623194307,-2.138244157191366,-0.3480545671627624,0.19577354252396617
Ba4O4,binaries,cubic,cF,50.0,6.86939005,8.0,pbe,-111764.906518985,192.76636069,67.084,52.793,,8,56,"[8, 8, 8, 8, 56, 56, 56, 56]",181,56_Ba,8,8,56,-1.62640753,0.33320315,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,2.1916,28.0,0.8854,25.0,1.3125,29.0,0.0,0.0,-7.09864343,-7.09864343,-3.24541106,-2.03174043,-1.813515141,13.43202126,13.536399783,0.187409536,5.36404443,5.381672332,-2044.763666307588,tI,4,-221479.79846924293,cI,2,-0.8287413747609662,-0.44476345911971293,0.5,0.5,-111762.28106777526,-1022.381833153794,-110739.89923462147,-0.6367524169403396,-0.4143706873804831,-0.22238172955985647,-2.6254512097366387,-0.5271330340910936,0.10961938285618089
Lu4N4,binaries,cubic,cF,50.0,6.78120881,8.0,pbe,-199131.76740784867,156.41373093,70.98,44.805,,7,71,"[7, 7, 7, 7, 71, 71, 71, 71]",182,71_Lu,8,71,7,0.2685254,0.30192328,1.6132,35.0,2.2599,41.0,0.9781,36.0,0.2481,28.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-1.97986998,-1.97986998,-8.25462313,-3.99815016,0.159605885,5.3321564,5.4246018881,0.137516499,14.71820934,14.847717177,-396771.39872949984,hP,2,-1489.518630879532,cP,8,-0.8185595983522944,-0.6372665728702032,0.5,0.5,-199130.45868018968,-198385.69936474992,-744.759315439766,-0.7279130856112488,-0.4092797991761472,-0.3186332864351016,-1.3087276589898238,-1.1634898891788907,-0.43557680356764195
C4Hf4,binaries,cubic,cF,50.0,7.49626287,8.0,pbe,-205933.9897150561,289.53663107,79.949,50.123,,6,72,"[6, 6, 6, 6, 72, 72, 72, 72]",183,72_Hf,8,6,72,-1.46237959,-0.04271554,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.521,35.0,2.0762,41.0,0.9002,36.0,0.2406,28.0,-6.05205467,-3.50634355,-3.13307715,-3.13307715,-1.62667163,11.49493763,11.61299938,-0.152255866,6.84118401,6.923171854,-1036.3827048626472,hP,4,-410831.0805651632,hP,2,-0.4877115790602602,-0.7338573265005834,0.5,0.5,-205933.73163501293,-518.1913524313236,-205415.5402825816,-0.6107844527804218,-0.2438557895301301,-0.3669286632502917,-0.2580800431605894,-1.2689592179085594,-0.6581747651216574
C4Ta4,binaries,cubic,cF,50.0,7.4769962,8.0,pbe,-213121.3598255124,288.05022719,79.744,51.186,,6,73,"[6, 6, 6, 6, 73, 73, 73, 73]",184,73_Ta,8,6,73,-1.46237959,-0.7735268,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.4464,35.0,1.9706,41.0,0.8411,36.0,0.2336,28.0,-6.05205467,-3.50634355,-4.24775361,-2.54556214,-1.62667163,11.49493763,11.61299938,-0.871430425,7.09339716,7.319981845,-1036.3827048626472,hP,4,-425206.2230072389,cI,2,-0.4877115790602602,-0.7256734993425198,0.5,0.5,-213121.30285605075,-518.1913524313236,-212603.11150361944,-0.60669253920139,-0.2438557895301301,-0.3628367496712599,-0.056969461642438546,-1.1419347221963108,-0.5352421829884406
CW,binaries,hexagonal,hP,50.0,7.39647898,8.0,pbe,-220469.1072307485,281.87980127,78.885,53.095,,6,74,"[6, 74]",185,74_W,2,6,74,-1.46237959,-0.85193961,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.4132,35.0,2.0409,41.0,0.8131,36.0,0.0,0.0,-6.05205467,-3.50634355,-4.1193255,-2.53129373,-1.62667163,11.49493763,11.61299938,-0.862240943,8.21723653,8.295330193,-1036.3827048626472,hP,4,-439902.3097968615,cI,2,-0.4877115790602602,-0.8917759401956573,0.5,0.5,-220469.34625086206,-518.1913524313236,-219951.15489843074,-0.6897437596279588,-0.2438557895301301,-0.44588797009782866,0.23902011357131414,-1.0521394975075964,-0.3623957378731575
O3Re,binaries,cubic,cP,50.0,7.09122724,8.0,pbe,-115265.80778182729,229.92449394,69.251,51.968,,8,75,"[8, 8, 8, 75]",186,75_Re,4,8,75,-1.62640753,0.20886112,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.3316,35.0,1.8999,41.0,0.7557,36.0,0.0,0.0,-7.09864343,-7.09864343,-4.83165857,-3.461132,-1.813515141,13.43202126,13.536399783,0.106208436,7.60524139,7.611502366,-2044.763666307588,tI,4,-454919.8235213303,hP,2,-0.8287413747609662,-0.9490899422089569,0.75,0.25,-115263.52863006327,-1533.572749730691,-113729.95588033258,-0.8588285166229639,-0.6215560310707247,-0.23727248555223923,-2.2791517640143866,-0.4867132269573631,0.37211528966145124
BOs,binaries,hexagonal,hP,50.0,7.50446753,8.0,pbe,-235471.1177074488,257.50294481,83.7,55.06,,5,76,"[5, 76]",187,76_Os,2,76,5,-0.86438644,-0.43296391,1.2909,40.0,1.8594,41.0,0.7197,35.0,0.0,0.0,0.8033,2.0,0.834,3.0,2.1242,10.0,0.0,0.0,-4.8562545,-4.8562545,-3.97338496,-3.97338496,-0.945096485,8.07895221,8.399179706,-0.603998573,8.31384711,8.413118875,-470265.6773799317,hP,2,-675.8878177284262,hR,12,-0.9535049912519753,-0.30411448755000947,0.5,0.5,-235470.78259883006,-235132.83868996584,-337.9439088642131,-0.6288097394009924,-0.47675249562598765,-0.15205724377500474,-0.3351086187584542,-0.5226669637486339,0.10614277565235852
Ir2O4,binaries,tetragonal,tP,50.0,6.77801389,8.0,pbe,-163345.50519192303,210.06192552,66.192,50.391,,8,77,"[8, 8, 8, 8, 77, 77]",188,77_Ir,6,77,8,-1.88943135,-1.62640753,1.2751,40.0,1.7561,41.0,0.6944,35.0,0.0,0.0,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,-5.18649655,-5.18649655,-7.09864343,-7.09864343,-1.869804098,9.0420236,9.143595475,-1.813515141,13.43202126,13.536399783,-485943.65714448097,cF,4,-2044.763666307588,tI,4,-1.1595183860044926,-0.8287413747609662,0.3333333333333333,0.6666666666666666,-163344.3948256987,-161981.2190481603,-1363.175777538392,-0.9390003785088084,-0.3865061286681642,-0.5524942498406441,-1.1103662243369854,-0.8305099363205954,0.10849044219798998
O2Pt2,binaries,tetragonal,tP,50.0,6.88865822,8.0,pbe,-252001.30650064096,216.97600496,67.272,52.709,,8,78,"[8, 8, 78, 78]",189,78_Pt,4,78,8,-2.11436313,-1.62640753,1.2561,40.0,1.6658,41.0,0.6703,35.0,0.0,0.0,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,-5.65610145,-5.06340204,-7.09864343,-7.09864343,-2.149758449,8.86109339,9.552193326,-1.813515141,13.43202126,13.536399783,-501957.2091688503,cF,4,-2044.763666307588,tI,4,-1.2877718162490055,-0.8287413747609662,0.5,0.5,-252000.98641757897,-250978.60458442516,-1022.381833153794,-1.0582565955049859,-0.6438859081245027,-0.4143706873804831,-0.3200830620017996,-1.1122991313459352,-0.05404253584094931
Au4S2,binaries,cubic,cP,50.0,7.02881284,8.0,pbe,-349164.6022369522,225.89488269,53.141,70.766,,16,79,"[79, 79, 79, 79, 16, 16]",190,79_Au,6,79,16,-2.27578272,-2.09291139,1.2247,40.0,1.7902,41.0,0.6449,35.0,0.0,0.0,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,-6.12699334,-5.36077839,-5.96396442,-5.96396442,-2.324847847,9.60121922,9.6228490491,-2.161912664,10.17755485,10.215659841,-518316.1319167448,cF,4,-10861.465086925911,cP,1,-1.5592707952600904,-0.6093875864389702,0.6666666666666666,0.3333333333333333,-349164.5763068052,-345544.08794449654,-3620.488362308637,-1.2426430589863837,-1.039513863506727,-0.20312919547965672,-0.02593014704871166,-1.310638232389465,-0.06799517340323291
F8Hg4,binaries,cubic,cF,50.0,6.64473057,8.0,pbe,-180152.77159661532,201.88180802,61.576,50.106,,9,80,"[9, 9, 9, 9, 9, 9, 9, 9, 80, 80, 80, 80]",191,80_Hg,12,9,80,-3.66044176,1.43611961,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,1.1657,40.0,1.7058,41.0,0.616,35.0,0.0,0.0,-10.15882255,1.25211742,-6.85782814,-0.89898855,-3.872247645,17.61722535,17.744721999,1.402719677,10.69980154,10.733111308,-2715.1341372744364,mS,8,-535024.243808892,tI,2,-0.9078884945870414,-1.4740344998426735,0.6666666666666666,0.3333333333333333,-180151.50402781361,-1810.0894248496243,-178341.41460296398,-1.096603829672252,-0.6052589963913608,-0.4913448332808912,-1.2675688017043285,-1.1894486535748001,-0.09284482389921322
ClTl,binaries,cubic,cP,50.0,7.09567685,8.0,pbe,-282319.0075378823,230.21313162,69.441,53.087,,17,81,"[17, 81]",192,81_Tl,2,17,81,-3.61204219,-0.32372332,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,1.1019,40.0,1.5427,41.0,0.5907,35.0,0.0,0.0,-8.09428669,0.07351292,-2.62689441,-2.62689441,-3.692423862,12.97184405,13.023881781,-0.393012273,5.27678632,5.315679419,-12557.397580482544,oS,8,-552078.6117840573,hP,2,-0.6473023668841051,-1.411494549131021,0.5,0.5,-282318.00468226994,-6278.698790241272,-276039.3058920287,-1.029398458007563,-0.32365118344205257,-0.7057472745655105,-1.0028556123725139,-1.0143659986788407,0.015032459341455251
Pb4S4,binaries,cubic,cF,50.0,6.82025452,8.0,pbe,-290173.8955450729,212.6882985,68.666,50.305,,16,82,"[16, 16, 16, 16, 82, 82, 82, 82]",193,82_Pb,8,16,82,-2.09291139,-1.2335176,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.0444,40.0,1.407,41.0,0.568,35.0,0.0,0.0,-5.96396442,-5.96396442,-3.96278544,-2.67094911,-2.161912664,10.17755485,10.215659841,-1.293603566,6.98953908,7.026519254,-10861.465086925911,cP,1,-569485.6993412408,cF,4,-0.6093875864389702,-1.4802665897877887,0.5,0.5,-290173.58221408335,-5430.732543462956,-284742.8496706204,-1.0448270881133794,-0.3046937932194851,-0.7401332948938943,-0.31333098956383765,-1.5820082973805256,-0.5371812092489563
Bi4F12,binaries,cubic,cP,50.0,6.52688727,8.0,pbe,-148850.90652465416,194.78461842,48.115,60.484,,9,83,"[83, 83, 83, 83, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",194,83_Bi,16,9,83,-3.66044176,-0.71209263,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,0.9947,40.0,1.3029,41.0,0.5475,35.0,0.0,0.0,-10.15882255,1.25211742,-5.19685281,-3.32385233,-3.872247645,17.61722535,17.744721999,-0.765292567,8.53103046,8.5669863421,-2715.1341372744364,mS,8,-587250.6325316363,hR,6,-0.9078884945870414,-1.4169472593348473,0.75,0.25,-148849.0087358649,-2036.3506029558273,-146812.65813290907,-1.0351531857739928,-0.680916370940281,-0.35423681483371183,-1.897788789268816,-1.2396083262283355,-0.20445514045422897
O8Po4,binaries,cubic,cF,50.0,6.67859409,8.0,pbe,-203156.86193955012,203.94475106,65.221,49.181,,8,84,"[8, 8, 8, 8, 8, 8, 8, 8, 84, 84, 84, 84]",195,84_Po,12,84,8,-1.92327923,-1.62640753,0.9487,40.0,1.2216,41.0,0.5285,35.0,0.0,0.0,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,-4.94029698,-4.94029698,-7.09864343,-7.09864343,-1.974177097,8.18983117,8.2196328581,-1.813515141,13.43202126,13.536399783,-605379.1352838847,cP,1,-2044.763666307588,tI,4,-0.8133486160077155,-0.8287413747609662,0.3333333333333333,0.6666666666666666,-203156.22087216662,-201793.04509462824,-1363.175777538392,-0.8236104551765493,-0.27111620533590514,-0.5524942498406441,-0.6410673834873251,-1.353827025683131,-0.5302165705259085
H4Li4,binaries,cubic,cF,60.0,4.96590683,8.0,pbe,-110.65418953672238,171.18341906,85.099,58.761,,1,3,"[1, 1, 1, 1, 3, 3, 3, 3]",196,01_H,8,1,3,-0.69804885,-0.43620871,0.5521,1.0,1.3786,3.0,1.058,7.0,0.0,0.0,1.6348,2.0,1.9618,3.0,6.7209,14.0,9.9999,7.0,-6.3316859,-6.3316859,-3.14714133,-1.23869654,-1.727702621,12.42399219,0.0,-0.443360974,5.57877819,5.47070464,-15.86650529102302,hP,4,-204.66143879941896,hR,3,-0.016109049219437566,-0.017426606810801104,0.5,0.5,-110.263972045221,-7.93325264551151,-102.33071939970948,-0.016767828015119335,-0.008054524609718783,-0.008713303405400552,-0.39021749150138874,-0.03865639097892881,-0.021888562963809477
F4Li4,binaries,cubic,cF,60.0,6.22191785,8.0,pbe,-1463.207835918399,212.32838754,57.658,73.623,,3,9,"[9, 9, 9, 9, 3, 3, 3, 3]",197,03_Li,8,9,3,-3.66044176,-0.43620871,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,1.6348,2.0,1.9618,3.0,6.7209,14.0,9.9999,7.0,-10.15882255,1.25211742,-3.14714133,-1.23869654,-3.872247645,17.61722535,17.744721999,-0.443360974,5.57877819,5.47070464,-2715.896415090824,mS,8,-204.66143879941896,hR,3,-0.1456106781993185,-0.017426606810801104,0.5,0.5,-1460.2789269451216,-1357.948207545412,-102.33071939970948,-0.0815186425050598,-0.07280533909965925,-0.008713303405400552,-2.928908973277501,-0.08782030660518103,-0.006301664100121229
Be4S4,binaries,cubic,cF,60.0,6.63076607,8.0,pbe,-5633.326257066987,284.51950346,66.759,79.812,,4,16,"[16, 16, 16, 16, 4, 4, 4, 4]",198,04_Be,8,16,4,-2.09291139,0.74699855,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.0864,2.0,1.2151,3.0,2.8911,7.0,0.0,0.0,-5.96396442,-5.96396442,-5.54141769,-1.96183923,-2.161912664,10.17755485,10.215659841,0.661979595,9.40560968,9.457792755,-10861.98916071883,cP,1,-401.8712639545415,hP,2,-0.08531379352098156,-0.041245221255678644,0.5,0.5,-5631.930212336685,-5430.994580359415,-200.93563197727076,-0.0632795073883301,-0.04265689676049078,-0.020622610627839322,-1.3960447303013552,-0.04392014498807839,0.01935936240025171
B2N2,binaries,hexagonal,hP,60.0,5.67938012,8.0,pbe,-1084.2854653494608,259.67838556,59.447,63.344,,5,7,"[7, 7, 5, 5]",199,05_B,4,5,7,-0.43296391,0.30192328,0.8033,2.0,0.834,3.0,2.1242,10.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-3.97338496,-3.97338496,-8.25462313,-3.99815016,-0.603998573,8.31384711,8.413118875,0.137516499,14.71820934,14.847717177,-676.1403086768095,hR,12,-1490.0447987288044,cP,8,-0.05162353916671236,-0.11109872359793371,0.5,0.5,-1083.092553702807,-338.07015433840473,-745.0223993644022,-0.08136113138232304,-0.02581176958335618,-0.055549361798966856,-1.1929116466537835,-0.11281048705450303,-0.03144935567229368
C4Ti4,binaries,cubic,cF,60.0,6.99560969,8.0,pbe,-12135.918085446056,252.15352512,74.61,59.279,,6,22,"[6, 6, 6, 6, 22, 22, 22, 22]",200,06_C,8,6,22,-1.46237959,-0.57901012,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.5843,10.0,2.0971,16.0,0.538,11.0,0.0,0.0,-6.05205467,-3.50634355,-2.52576768,-2.52576768,-1.62667163,11.49493763,11.61299938,-0.526476342,6.75276856,6.579855169,-1036.783679417362,hP,4,-23233.423929343477,hP,2,-0.08673702434543884,-0.15299743264040444,0.5,0.5,-12135.10380438042,-518.391839708681,-11616.711964671738,-0.11986722849292164,-0.04336851217271942,-0.07649871632020222,-0.8142810656354413,-0.14244757454616774,-0.02258034605438297
N4V4,binaries,cubic,cF,60.0,7.06594835,8.0,pbe,-13662.089489228,228.28814064,73.961,59.279,,7,23,"[7, 7, 7, 7, 23, 23, 23, 23]",201,07_N,8,23,7,-0.7277671,0.30192328,1.4968,10.0,0.4492,7.0,0.4861,11.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-3.10083769,-1.50553554,-8.25462313,-3.99815016,-0.394700909,7.51374216,7.084616394,0.137516499,14.71820934,14.847717177,-25832.25533699859,cI,2,-1490.0447987288044,cP,8,-0.15518033080661553,-0.11109872359793371,0.5,0.5,-13661.150067863698,-12916.127668499295,-745.0223993644022,-0.13313952720227462,-0.07759016540330776,-0.055549361798966856,-0.9394213643017792,-0.15645532074449875,-0.023315793542224128
Cd4O4,binaries,cubic,cF,60.0,7.56371933,8.0,pbe,-77161.42581220264,261.58524546,73.865,57.824,,8,48,"[8, 8, 8, 8, 48, 48, 48, 48]",202,08_O,8,8,48,-1.62640753,0.99936643,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.2328,24.0,1.7563,25.0,0.5191,19.0,0.0,0.0,-7.09864343,-7.09864343,-5.69765828,-1.11459223,-1.813515141,13.43202126,13.536399783,0.958243665,9.27058591,9.309496174,-2045.4593863733564,tI,4,-152275.34574431303,hP,2,-0.13302130899251097,-0.27613716138876043,0.5,0.5,-77160.40256534319,-1022.7296931866782,-76137.67287215652,-0.2045792351906357,-0.06651065449625548,-0.13806858069438022,-1.0232468594476813,-0.34351699889521115,-0.13893776369513944
F4Na4,binaries,cubic,cF,60.0,6.5787498,8.0,pbe,-3570.648986394295,197.89242649,60.965,61.851,,9,11,"[9, 9, 9, 9, 11, 11, 11, 11]",203,09_F,8,9,11,-3.66044176,-0.47888166,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,1.7391,6.0,0.2868,3.0,8.4494,11.0,0.0,0.0,-10.15882255,1.25211742,-3.00788456,-1.38498921,-3.872247645,17.61722535,17.744721999,-0.506075859,5.2871817,5.251806074,-2715.896415090824,mS,8,-4419.969856011446,hR,3,-0.1456106781993185,-0.09823975975632493,0.5,0.5,-3567.933135551135,-1357.948207545412,-2209.984928005723,-0.12192521897782171,-0.07280533909965925,-0.049119879878162465,-2.715850843160297,-0.10537337452205975,0.01655184445598934
Cl4Na4,binaries,cubic,cF,60.0,6.42966225,8.0,pbe,-8490.774030208737,189.02478616,62.923,60.45,,11,17,"[17, 17, 17, 17, 11, 11, 11, 11]",204,11_Na,8,17,11,-3.61204219,-0.47888166,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,1.7391,6.0,0.2868,3.0,8.4494,11.0,0.0,0.0,-8.09428669,0.07351292,-3.00788456,-1.38498921,-3.692423862,12.97184405,13.023881781,-0.506075859,5.2871817,5.251806074,-12557.945474518963,oS,8,-4419.969856011446,hR,3,-0.09940833046493935,-0.09823975975632493,0.5,0.5,-8488.957665265205,-6278.972737259482,-2209.984928005723,-0.09882404511063214,-0.04970416523246968,-0.049119879878162465,-1.816364943532335,-0.10868051149373059,-0.00985646638309845
Mg4O4,binaries,cubic,cF,60.0,6.57454723,8.0,pbe,-3751.2384799746887,197.63967627,64.205,62.142,,8,12,"[8, 8, 8, 8, 12, 12, 12, 12]",205,12_Mg,8,8,12,-1.62640753,0.70699043,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.3534,6.0,0.2535,3.0,5.6658,11.0,0.0,0.0,-7.09864343,-7.09864343,-4.67921703,-1.28412188,-1.813515141,13.43202126,13.536399783,0.507814163,7.88824061,7.927674523,-2045.4593863733564,tI,4,-5451.315919258336,hP,2,-0.13302130899251097,-0.06852098818944796,0.5,0.5,-3748.387652815846,-1022.7296931866782,-2725.657959629168,-0.10077114859097946,-0.06651065449625548,-0.03426049409472398,-2.8508271588425487,-0.08414814576872232,0.01662300282259821
Al4P4,binaries,cubic,cF,60.0,6.34940911,8.0,pbe,-7958.844645636564,137.12835352,61.309,62.163,,13,15,"[15, 15, 15, 15, 13, 13, 13, 13]",206,13_Al,8,15,13,-0.6071147,-0.48227471,0.8359,6.0,0.9704,7.0,1.999,14.0,0.0,0.0,1.111,6.0,1.3994,7.0,9.9999,14.0,0.0,0.0,-6.24123172,-3.71382083,-2.98165033,-2.98165033,-0.681535392,10.43510715,10.491352025,-0.58275585,5.89030739,5.929035492,-9308.94274205774,oS,8,-6607.478269459258,cF,4,-0.0412086994801939,-0.04167121157297515,0.5,0.5,-7958.210505758499,-4654.47137102887,-3303.739134729629,-0.041439955526584527,-0.02060434974009695,-0.020835605786487577,-0.6341398780650707,-0.04276981724979123,-0.0013298617232067045
C4Si4,binaries,cubic,cF,60.0,6.55891903,8.0,pbe,-4464.71331238214,221.6554646,69.952,61.845,,6,14,"[6, 6, 6, 6, 14, 14, 14, 14]",207,14_Si,8,6,14,-1.46237959,-1.40191482,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,0.9505,6.0,1.1413,7.0,4.8328,11.0,0.0,0.0,-6.05205467,-3.50634355,-4.58454345,-2.97879693,-1.62667163,11.49493763,11.61299938,-1.485127393,8.17443891,8.226505196,-1036.783679417362,hP,4,-7892.224070231364,cF,2,-0.08673702434543884,-0.050589399554155534,0.5,0.5,-4464.503874824363,-518.391839708681,-3946.112035115682,-0.06866321194979719,-0.04336851217271942,-0.025294699777077767,-0.20943755777761908,-0.058136840690167446,0.010526371259857115
In4P4,binaries,cubic,cF,60.0,7.9245654,8.0,pbe,-84700.4617518839,213.60506648,76.518,59.895,,15,49,"[15, 15, 15, 15, 49, 49, 49, 49]",208,15_P,8,15,49,-0.6071147,-0.42506334,0.8359,6.0,0.9704,7.0,1.999,14.0,0.0,0.0,1.1449,24.0,1.5146,25.0,0.493,19.0,0.0,0.0,-6.24123172,-3.71382083,-2.79322651,-2.79322651,-0.681535392,10.43510715,10.491352025,-0.503828411,5.50064963,5.535885081,-9308.94274205774,oS,8,-160091.59688776237,cF,2,-0.0412086994801939,-0.17587405297672376,0.5,0.5,-84700.26981491005,-4654.47137102887,-80045.79844388118,-0.10854137622845883,-0.02060434974009695,-0.08793702648836188,-0.19193697384616826,-0.1531549186038319,-0.044613542369916104
S4Zn4,binaries,cubic,cF,60.0,7.77560438,8.0,pbe,-29869.436622079826,276.4462769,78.285,60.986,,16,30,"[16, 16, 16, 16, 30, 30, 30, 30]",209,16_S,8,16,30,-2.09291139,1.00596785,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.1054,15.0,1.6393,16.0,0.2997,10.0,0.0,0.0,-5.96396442,-5.96396442,-5.99854228,-1.067667,-2.161912664,10.17755485,10.215659841,0.940787159,9.85634643,9.902511277,-10861.98916071883,cP,1,-48874.683086233774,hP,2,-0.08531379352098156,-0.14818849874427542,0.5,0.5,-29868.3361234763,-5430.994580359415,-24437.341543116887,-0.11675114613262849,-0.04265689676049078,-0.07409424937213771,-1.1004986035222828,-0.14327473294179072,-0.02652358681007172
Cl4Cu4,binaries,cubic,cF,60.0,7.70540488,8.0,pbe,-28797.13072023437,271.47720011,75.408,61.058,,17,29,"[17, 17, 17, 17, 29, 29, 29, 29]",210,17_Cl,8,17,29,-3.61204219,-1.27943647,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,1.2028,15.0,1.8653,16.0,0.319,10.0,0.0,0.0,-8.09428669,0.07351292,-4.90153402,-3.97007042,-3.692423862,12.97184405,13.023881781,-1.295153636,8.35058622,8.367551932,-12557.945474518963,oS,8,-45035.60464911476,cF,4,-0.09940833046493935,-0.1545152842954849,0.5,0.5,-28796.77506181686,-6278.972737259482,-22517.80232455738,-0.12696180738021212,-0.04970416523246968,-0.07725764214774244,-0.3556584175094031,-0.15478423492822913,-0.027822427549835993
Cl4K4,binaries,cubic,cF,60.0,6.24417296,8.0,pbe,-14473.184752792848,159.27394698,57.404,61.108,,17,19,"[19, 19, 19, 19, 17, 17, 17, 17]",211,19_K,8,17,19,-3.61204219,-0.43675274,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,2.2067,10.0,0.6124,7.0,2.1213,15.0,0.0,0.0,-8.09428669,0.07351292,-2.54312301,-1.54022265,-3.692423862,12.97184405,13.023881781,-0.455694178,4.39443171,4.391262303,-12557.945474518963,oS,8,-16384.55497374135,cI,2,-0.09940833046493935,-0.155850683535391,0.5,0.5,-14471.250224130155,-6278.972737259482,-8192.277486870675,-0.12762950700016518,-0.04970416523246968,-0.0779253417676955,-1.9345286626903544,-0.1722353791610658,-0.04460587216090062
